Node	X	Y	tel	GEOID
1661	-97.939656	29.882252	0.072496263	48209010100
1662	-97.942292	29.879754	0.05204236	48209010500
1663	-97.940413	29.878688	0.05204236	48209010500
1664	-97.942749	29.88265	0.072496263	48209010100
1665	-97.941092	29.882348	0.072496263	48209010100
1666	-97.941188	29.882869	0.072496263	48209010100
1667	-97.942407	29.882698	0.072496263	48209010100
1668	-97.940445	29.882965	0.072496263	48209010100
1669	-97.936028	29.876883	0.05204236	48209010500
1670	-97.938963	29.877932	0.05204236	48209010500
1671	-97.938129	29.883228	0.072496263	48209010100
1672	-97.937165	29.882553	0.072496263	48209010100
1673	-97.932861	29.877473	0.044631579	48209010302
1674	-97.930725	29.878668	0.044631579	48209010302
1675	-97.929681	29.877842	0.044631579	48209010302
1676	-97.931934	29.882305	0.044631579	48209010302
1677	-97.933255	29.88393	0.044631579	48209010302
1678	-97.918292	29.879275	0.044631579	48209010302
1679	-97.920099	29.88104	0.044631579	48209010302
1680	-97.92016	29.881947	0.029569892	48209010305
1681	-97.917562	29.882011	0.029569892	48209010305
1682	-97.916194	29.877475	0.044631579	48209010302
1683	-97.921075	29.873535	0.044631579	48209010302
1684	-97.922415	29.872239	0.044631579	48209010302
1685	-97.923785	29.880316	0.044631579	48209010302
1686	-97.923014	29.881773	0.044631579	48209010302
1687	-97.913879	29.87959	0.044631579	48209010302
1688	-97.898439	29.852885	0.120350628	48209010402
1689	-97.89591	29.869256	0.00595002	48055960501
1690	-97.895752	29.870444	0.00595002	48055960501
1691	-97.901872	29.878486	0.029569892	48209010305
1692	-97.900478	29.87339	0.044631579	48209010302
1693	-98.010044	30.131698	0.235462842	48209010912
1694	-97.983461	30.147484	0.235462842	48209010912
1695	-97.971907	30.152035	0.235462842	48209010912
1696	-97.787475	29.971708	0.056624519	48209010921
1697	-97.777722	29.963481	0.056624519	48209010921
1698	-97.764874	30.008939	0.056624519	48209010921
1699	-97.785745	30.027667	0.025551684	48209010920
1700	-97.778844	30.033957	0.025551684	48209010920
1701	-97.769916	30.013464	0.056624519	48209010921
1702	-97.784722	30.113119	0.097482592	48453002445
1703	-97.781607	30.116689	0.186176143	48453002446
1704	-97.782165	30.113119	0.097482592	48453002445
1705	-97.759692	30.101967	0.039408867	48453002434
1706	-97.854836	30.148253	0.307310149	48453033300
1707	-97.852244	30.145025	0.307310149	48453033300
1708	-97.832825	30.149554	0.15828877	48453033200
1709	-97.832826	30.140349	0.15828877	48453033200
1710	-97.794565	30.146979	0.192609896	48453002407
1711	-97.797024	30.140553	0.192609896	48453002407
1712	-97.793388	30.148136	0.192609896	48453002407
1713	-97.796827	30.13889	0.192609896	48453002407
1714	-97.79128	30.149231	0.097482592	48453002445
1715	-97.793174	30.144042	0.097482592	48453002445
1716	-97.790058	30.155776	0.139369729	48453002451
1717	-97.793334	30.145684	0.097482592	48453002445
1718	-97.77902	30.164578	0.139369729	48453002451
1719	-97.784401	30.166859	0.139369729	48453002451
1720	-97.782741	30.17234	0.139369729	48453002451
1721	-97.778888	30.178169	0.139369729	48453002451
1722	-97.779637	30.178354	0.099732675	48453002422
1723	-97.774484	30.204722	0.057871064	48453002443
1724	-97.779953	30.227454	0.249878935	48453002002
1725	-97.778749	30.227656	0.099109792	48453002006
1726	-97.779343	30.227437	0.249878935	48453002002
1727	-97.788895	30.230105	0.247337851	48453030300
1728	-97.784538	30.26528	0.230145175	48453001910
1729	-97.779086	30.267711	0.230145175	48453001910
1730	-97.783519	30.265256	0.290082645	48453001911
1731	-97.778362	30.267761	0.290082645	48453001911
1732	-97.782286	30.26533	0.290082645	48453001911
1733	-97.779575	30.266689	0.290082645	48453001911
1734	-97.777774	30.268797	0.230145175	48453001910
1735	-97.771498	30.267535	0.290082645	48453001911
1736	-97.779934	30.325587	0.278715297	48453001912
1737	-97.782363	30.311853	0.170023419	48453001913
1738	-97.77894	30.341	0.310016788	48453030700
1739	-97.781731	30.341546	0.310016788	48453030700
1740	-97.782486	30.399031	0.292278719	48453032600
1741	-97.777798	30.392306	0.292278719	48453032600
1742	-97.786545	29.95748	0.079328165	48209010916
1743	-97.794242	30.044544	0.112476567	48209010923
1744	-97.780788	30.061135	0.112476567	48209010923
1745	-97.767393	30.085718	0.039408867	48453002434
1746	-97.781509	30.092449	0.039408867	48453002434
1747	-97.765776	30.145501	0.058445354	48453002440
1748	-97.766207	30.14972	0.058445354	48453002440
1749	-97.711128	30.153347	0.233489561	48453002432
1750	-97.681272	30.158266	0.077800134	48453002436
1751	-97.584342	30.137567	0.01861131	48453002450
1752	-97.577793	30.147217	0.042089094	48453002453
1753	-97.567176	30.140648	0.060117756	48021950303
1754	-97.555305	30.159513	0.042089094	48453002453
1755	-97.776137	30.158348	0.139369729	48453002451
1756	-97.781488	30.157205	0.139369729	48453002451
1757	-97.783811	30.172017	0.099732675	48453002422
1758	-97.782873	30.179544	0.099732675	48453002422
1759	-97.774018	30.18261	0.035	48453002441
1760	-97.781082	30.171832	0.139369729	48453002451
1761	-97.77423	30.183546	0.035	48453002441
1762	-97.782507	30.17127	0.139369729	48453002451
1763	-97.780446	30.187451	0.099732675	48453002422
1764	-97.778594	30.192997	0.099732675	48453002422
1765	-97.78212	30.194254	0.099732675	48453002422
1766	-97.77993	30.188994	0.099732675	48453002422
1767	-97.778439	30.206957	0.108982546	48453002444
1768	-97.781155	30.208275	0.108982546	48453002444
1769	-97.778963	30.211058	0.108982546	48453002444
1770	-97.779795	30.210002	0.108982546	48453002444
1771	-97.735082	30.154302	0.058445354	48453002440
1772	-97.728856	30.142173	0.233489561	48453002432
1773	-97.774012	30.22782	0.307356399	48453001307
1774	-97.780151	30.227927	0.099109792	48453002006
1775	-97.777001	30.246641	0.245981831	48453001304
1776	-97.781187	30.244055	0.221776504	48453002007
1777	-97.7808	30.257205	0.167580266	48453001923
1778	-97.784821	30.247075	0.167580266	48453001923
1779	-97.770657	30.260413	0.197755211	48453001309
1780	-97.780537	30.267311	0.230145175	48453001910
1781	-97.699584	30.145195	0.233489561	48453002432
1782	-97.696636	30.149434	0.077800134	48453002436
1783	-97.69652	30.143977	0.077800134	48453002436
1784	-97.670395	30.152491	0.106184364	48453002449
1785	-97.673128	30.145534	0.106184364	48453002449
1786	-97.668847	30.153362	0.106184364	48453002449
1787	-97.639306	30.153831	0.106184364	48453002449
1788	-97.776483	30.283155	0.203272186	48453001602
1789	-97.78036	30.288501	0.203272186	48453001602
1790	-97.783106	30.293797	0.203272186	48453001602
1791	-97.783359	30.295908	0.203272186	48453001602
1792	-97.785307	30.357981	0.310016788	48453030700
1793	-97.771031	30.38252	0.232701422	48453030000
1794	-97.624194	30.146457	0.01861131	48453002450
1795	-97.781125	30.294852	0.203272186	48453001602
1796	-97.774304	30.291665	0.203272186	48453001602
1797	-97.780138	30.297507	0.286716792	48453001604
1798	-97.775754	30.300641	0.286716792	48453001604
1799	-97.778887	30.228138	0.099109792	48453002006
1800	-97.781444	30.228226	0.099109792	48453002006
1801	-97.781914	30.223421	0.249878935	48453002002
1802	-97.807197	30.14862	0.192609896	48453002407
1803	-97.808804	30.144604	0.192609896	48453002407
1804	-97.914054	29.891123	0.026556017	48209010307
1805	-97.909096	29.896446	0.090674688	48209010309
1806	-97.911456	29.893021	0.029569892	48209010305
1807	-97.909218	29.895908	0.050713154	48209010306
1808	-97.909541	29.896952	0.090674688	48209010309
1809	-97.912	29.904764	0.090674688	48209010309
1810	-97.910772	29.915818	0.090674688	48209010309
1811	-97.90818	29.918339	0.090674688	48209010309
1812	-97.903285	29.956683	0.104484733	48209010905
1813	-97.910045	30.028014	0.146757679	48209010914
1814	-97.912702	29.893886	0.090674688	48209010309
1815	-97.905448	29.900771	0.090674688	48209010309
1816	-97.911678	29.894057	0.090674688	48209010309
1817	-97.897091	30.016504	0.104484733	48209010905
1818	-97.892708	29.990932	0.104484733	48209010905
1819	-97.926509	29.966324	0.040322581	48209010702
1820	-97.891282	30.011987	0.11	48209010909
1821	-97.889466	30.020791	0.11	48209010909
1822	-97.859689	30.014425	0.031616688	48209010925
1823	-97.856183	30.019364	0.046771879	48209010913
1824	-97.854691	30.028356	0.046771879	48209010913
1825	-97.85921	30.014248	0.031616688	48209010925
1826	-97.855075	30.019858	0.031616688	48209010925
1827	-97.847265	30.016986	0.031616688	48209010925
1828	-97.812917	30.014363	0.079948586	48209010919
1829	-97.80929	30.01829	0.079948586	48209010919
1830	-97.926097	30.028376	0.146757679	48209010914
1831	-97.859108	30.015748	0.031616688	48209010925
1832	-97.865017	30.00581	0.031616688	48209010925
1833	-97.82677	30.004704	0.079328165	48209010916
1834	-97.895715	30.095394	0.146757679	48209010914
1835	-97.930063	30.09644	0.235462842	48209010912
1836	-97.871239	30.018492	0.11	48209010909
1837	-97.973549	29.89864	0.172435494	48209010603
1838	-97.947524	29.925388	0.062686567	48209010704
1839	-97.969228	29.956176	0.040322581	48209010702
1840	-97.932325	29.937726	0.040322581	48209010702
1841	-97.989404	29.969026	0.062686567	48209010704
1842	-97.982998	29.900238	0.062686567	48209010704
1843	-98.00407	29.983412	0.040322581	48209010702
1844	-97.942108	29.888059	0.080533333	48209010200
1845	-97.941204	29.892343	0.08363163	48209010703
1846	-97.943001	29.884842	0.072496263	48209010100
1847	-97.944191	29.886138	0.080533333	48209010200
1848	-97.944393	29.887377	0.080533333	48209010200
1849	-97.941083	29.891347	0.080533333	48209010200
1850	-97.944405	29.892214	0.080533333	48209010200
1851	-97.942072	29.894504	0.08363163	48209010703
1852	-97.944082	29.896304	0.08363163	48209010703
1853	-97.94477	29.896828	0.08363163	48209010703
1854	-97.929784	29.90526	0.040322581	48209010702
1855	-97.933274	29.917193	0.040322581	48209010702
1856	-97.93543	29.921256	0.040322581	48209010702
1857	-97.961289	29.887756	0.098280098	48209010601
1858	-97.95702	29.891718	0.08363163	48209010703
1859	-97.964475	29.896152	0.172435494	48209010603
1860	-97.958233	29.900516	0.08363163	48209010703
1861	-97.948392	29.896785	0.080533333	48209010200
1862	-97.947013	29.898021	0.080533333	48209010200
1863	-97.951664	29.888057	0.080533333	48209010200
1864	-97.950476	29.889125	0.080533333	48209010200
1865	-97.951863	29.890261	0.080533333	48209010200
1866	-97.949694	29.895617	0.080533333	48209010200
1867	-97.951532	29.893969	0.080533333	48209010200
1868	-97.953462	29.891572	0.080533333	48209010200
1869	-97.95523	29.889994	0.080533333	48209010200
1870	-97.952746	29.890985	0.080533333	48209010200
1871	-97.945395	29.888145	0.080533333	48209010200
1872	-97.946341	29.888858	0.080533333	48209010200
1873	-97.947309	29.890193	0.080533333	48209010200
1874	-97.947357	29.897713	0.080533333	48209010200
1875	-97.93012	29.888328	0.026556017	48209010307
1876	-97.926853	29.885608	0.044631579	48209010302
1877	-97.923727	29.89445	0.012392755	48209010308
1878	-97.926663	29.900543	0.040322581	48209010702
1879	-97.926737	29.891716	0.026556017	48209010307
1880	-97.931367	29.889409	0.026556017	48209010307
1881	-97.926032	29.891985	0.026556017	48209010307
1882	-97.928245	29.89425	0.08363163	48209010703
1883	-97.918589	29.898973	0.090674688	48209010309
1884	-97.91319	29.903718	0.090674688	48209010309
1885	-97.941268	29.892871	0.08363163	48209010703
1886	-97.935206	29.889904	0.080533333	48209010200
1887	-97.936081	29.891224	0.08363163	48209010703
1888	-97.935685	29.894618	0.08363163	48209010703
1889	-97.936477	29.896258	0.08363163	48209010703
1890	-97.934407	29.888698	0.072496263	48209010100
1891	-97.935513	29.887445	0.072496263	48209010100
1892	-97.935888	29.89017	0.080533333	48209010200
1893	-97.933304	29.888847	0.026556017	48209010307
1894	-97.932475	29.895579	0.08363163	48209010703
1895	-97.938325	29.897822	0.08363163	48209010703
1896	-97.93914	29.885398	0.072496263	48209010100
1897	-97.939234	29.88764	0.080533333	48209010200
1898	-97.940612	29.888443	0.080533333	48209010200
1899	-97.940999	29.890831	0.080533333	48209010200
1900	-97.93802	29.887845	0.080533333	48209010200
1901	-97.936246	29.89031	0.080533333	48209010200
1902	-97.941802	29.886562	0.080533333	48209010200
1903	-97.940808	29.885175	0.072496263	48209010100
1904	-97.940243	29.886157	0.080533333	48209010200
1905	-97.940314	29.886604	0.080533333	48209010200
1906	-97.941299	29.888282	0.080533333	48209010200
1907	-97.941936	29.887342	0.080533333	48209010200
1908	-97.937555	29.88561	0.072496263	48209010100
1909	-97.937814	29.886856	0.080533333	48209010200
1910	-97.936406	29.885949	0.072496263	48209010100
1911	-97.937886	29.8872	0.080533333	48209010200
1912	-97.938676	29.885461	0.072496263	48209010100
1913	-97.93708	29.889151	0.080533333	48209010200
1914	-97.941451	29.895984	0.08363163	48209010703
1915	-97.923324	29.887415	0.026556017	48209010307
1916	-97.918543	29.891811	0.026556017	48209010307
1917	-97.921533	29.896415	0.012392755	48209010308
1918	-97.917542	29.88842	0.026556017	48209010307
1919	-97.922507	29.892288	0.026556017	48209010307
1920	-97.915739	29.892966	0.012392755	48209010308
1921	-97.917288	29.892884	0.012392755	48209010308
1922	-97.913416	29.891351	0.029569892	48209010305
1923	-97.921909	29.892317	0.026556017	48209010307
1924	-97.91346	29.893086	0.012392755	48209010308
1925	-97.914136	29.891997	0.026556017	48209010307
1926	-97.914385	29.891126	0.026556017	48209010307
1927	-97.925649	29.885393	0.044631579	48209010302
1928	-97.924278	29.886585	0.026556017	48209010307
1929	-97.915493	29.890532	0.026556017	48209010307
1930	-97.917196	29.887113	0.029569892	48209010305
1931	-97.915415	29.896288	0.090674688	48209010309
1932	-97.948547	30.03879	0.104484733	48209010905
1933	-97.988048	30.047178	0.104484733	48209010905
1934	-97.964363	30.044053	0.146757679	48209010914
1935	-98.013181	30.084815	0.328963051	48209010812
1936	-98.001528	30.075656	0.146757679	48209010914
1937	-97.966499	30.12097	0.235462842	48209010912
1938	-97.95782	30.068102	0.146757679	48209010914
1939	-97.989525	30.059516	0.146757679	48209010914
1940	-98.027066	30.117416	0.146757679	48209010914
1941	-98.031112	30.124197	0.146757679	48209010914
1942	-98.015189	30.131151	0.146757679	48209010914
1943	-97.957285	30.12078	0.235462842	48209010912
1944	-97.893994	29.938037	0.090674688	48209010309
1945	-97.884295	29.950238	0.090674688	48209010309
1946	-97.87881	29.94924	0.018378378	48209010917
1947	-97.878941	29.950177	0.104484733	48209010905
1948	-97.876596	29.957876	0.018378378	48209010917
1949	-97.848869	29.915845	0.116758242	48055960502
1950	-97.83059	29.926522	0.116758242	48055960502
1951	-97.880945	29.947856	0.104484733	48209010905
1952	-97.882516	29.942481	0.050713154	48209010306
1953	-97.877762	29.95831	0.104484733	48209010905
1954	-97.877099	29.959461	0.104484733	48209010905
1955	-97.880283	29.947617	0.104484733	48209010905
1956	-97.844755	29.94602	0.018378378	48209010917
1957	-97.836644	29.987605	0.079328165	48209010916
1958	-97.850285	29.997898	0.079328165	48209010916
1959	-97.842281	29.992531	0.079328165	48209010916
1960	-97.846714	29.940408	0.018378378	48209010917
1961	-97.82705	29.942311	0.079328165	48209010916
1962	-97.837463	29.952679	0.079328165	48209010916
1963	-97.83949	29.955021	0.079328165	48209010916
1964	-97.849113	29.963873	0.018378378	48209010917
1965	-97.80234	29.941387	0.019503546	48055960104
1966	-97.808346	29.953695	0.079328165	48209010916
1967	-97.798207	29.944065	0.079328165	48209010916
1968	-97.896677	29.914969	0.050713154	48209010306
1969	-97.891058	29.925772	0.050713154	48209010306
1970	-97.895242	29.916378	0.050713154	48209010306
1971	-97.892317	29.922265	0.050713154	48209010306
1972	-97.88093	29.893323	0.00595002	48055960501
1973	-97.859715	29.90875	0.00595002	48055960501
1974	-97.878747	29.916639	0.050713154	48209010306
1975	-97.876762	29.918328	0.050713154	48209010306
1976	-97.895689	29.917495	0.090674688	48209010309
1977	-97.899412	29.910342	0.090674688	48209010309
1978	-97.895591	29.9187	0.090674688	48209010309
1979	-97.879885	29.946666	0.018378378	48209010917
1980	-97.864431	29.928819	0.018378378	48209010917
1981	-97.856035	29.92182	0.050713154	48209010306
1982	-97.905689	29.899395	0.050713154	48209010306
1983	-97.904288	29.901008	0.050713154	48209010306
1984	-97.905254	29.900499	0.090674688	48209010309
1985	-97.902465	29.903743	0.050713154	48209010306
1986	-97.899234	29.895047	0.029569892	48209010305
1987	-97.889634	29.900391	0.050713154	48209010306
1988	-97.90481	29.902267	0.090674688	48209010309
1989	-97.906472	29.900165	0.090674688	48209010309
1990	-97.904131	29.902384	0.090674688	48209010309
1991	-97.900996	29.894185	0.029569892	48209010305
1992	-97.904373	29.895378	0.050713154	48209010306
1993	-97.902857	29.902694	0.050713154	48209010306
1994	-97.900582	29.906661	0.050713154	48209010306
1995	-97.900124	29.909831	0.090674688	48209010309
1996	-97.900401	29.907766	0.050713154	48209010306
1997	-97.888354	29.932	0.090674688	48209010309
1998	-97.888748	29.932101	0.090674688	48209010309
1999	-97.88714	29.93194	0.050713154	48209010306
2000	-97.88172	29.942942	0.050713154	48209010306
2001	-97.882564	29.943195	0.090674688	48209010309
2002	-97.88247	29.944055	0.090674688	48209010309
2003	-97.86222	29.926976	0.018378378	48209010917
2004	-97.875762	29.967815	0.104484733	48209010905
2005	-97.89606	29.969687	0.104484733	48209010905
2006	-97.89222	29.980784	0.104484733	48209010905
2007	-97.877025	29.988604	0.104484733	48209010905
2008	-97.881341	29.98734	0.104484733	48209010905
2009	-97.88974	29.980893	0.104484733	48209010905
2010	-97.87655	29.991005	0.104484733	48209010905
2011	-97.875004	29.998405	0.031616688	48209010925
2012	-97.877251	29.955968	0.018378378	48209010917
2013	-97.877361	29.960048	0.104484733	48209010905
2014	-97.879345	29.961741	0.104484733	48209010905
2015	-97.8736	29.977884	0.018378378	48209010917
2016	-97.872529	29.983903	0.070167286	48209010924
2017	-97.869032	29.980909	0.018378378	48209010917
2018	-97.881134	29.989237	0.104484733	48209010905
2019	-97.874175	29.98842	0.031616688	48209010925
2020	-97.874473	29.979466	0.104484733	48209010905
2021	-97.872966	29.984511	0.070167286	48209010924
2022	-97.873979	29.976854	0.018378378	48209010917
2023	-97.873281	29.984943	0.104484733	48209010905
2024	-97.874173	29.978504	0.104484733	48209010905
2025	-97.875758	29.995007	0.031616688	48209010925
2026	-97.880581	29.993397	0.104484733	48209010905
2027	-97.859024	29.98998	0.046805349	48209010918
2028	-97.893847	29.97571	0.104484733	48209010905
2029	-97.883102	29.991391	0.104484733	48209010905
2030	-97.888739	29.990351	0.104484733	48209010905
2031	-97.885996	29.98995	0.104484733	48209010905
2032	-97.882908	29.989498	0.104484733	48209010905
2033	-97.87511	29.964168	0.018378378	48209010917
2034	-97.874544	29.968051	0.018378378	48209010917
2035	-97.875366	29.967861	0.104484733	48209010905
2036	-97.87637	29.962752	0.104484733	48209010905
2037	-97.875565	29.96523	0.018378378	48209010917
2038	-97.858385	29.971791	0.018378378	48209010917
2039	-97.874605	29.973956	0.104484733	48209010905
2040	-97.87508	29.973379	0.104484733	48209010905
2041	-97.872733	29.999674	0.031616688	48209010925
2042	-97.870195	29.994143	0.031616688	48209010925
2043	-97.868018	29.999144	0.031616688	48209010925
2044	-97.86942	29.99763	0.031616688	48209010925
2045	-97.868179	29.999883	0.031616688	48209010925
2046	-97.856041	30.004292	0.031616688	48209010925
2047	-97.86852	29.999739	0.031616688	48209010925
2048	-97.869521	29.998763	0.031616688	48209010925
2049	-97.866759	30.003548	0.031616688	48209010925
2050	-97.865053	30.005121	0.031616688	48209010925
2051	-97.862153	30.009416	0.031616688	48209010925
2052	-97.860204	30.012584	0.031616688	48209010925
2053	-97.861302	30.013012	0.031616688	48209010925
2054	-97.864561	30.007356	0.031616688	48209010925
2055	-97.872226	29.988217	0.070167286	48209010924
2056	-97.871805	29.988055	0.070167286	48209010924
2057	-97.87533	29.988493	0.104484733	48209010905
2058	-97.873158	29.992077	0.031616688	48209010925
2059	-97.864224	30.005926	0.031616688	48209010925
2060	-97.81764	29.934329	0.019503546	48055960104
2061	-97.82357	29.968192	0.079328165	48209010916
2062	-97.810699	29.95593	0.079328165	48209010916
2063	-97.818273	29.971545	0.079328165	48209010916
2064	-97.808745	29.976888	0.079328165	48209010916
2065	-97.80845	29.989278	0.079328165	48209010916
2066	-97.813678	29.993819	0.056624519	48209010921
2067	-97.817677	29.984568	0.079328165	48209010916
2068	-97.832749	29.961303	0.079328165	48209010916
2069	-97.834605	29.99912	0.079328165	48209010916
2070	-97.821896	30.000962	0.079948586	48209010919
2071	-97.795661	29.965926	0.079328165	48209010916
2072	-97.794449	29.964911	0.079328165	48209010916
2073	-97.847014	30.0323	0.079948586	48209010919
2074	-97.842152	30.041811	0.068265388	48209010922
2075	-97.846357	30.032835	0.079948586	48209010919
2076	-97.844714	30.035577	0.068265388	48209010922
2077	-97.846154	30.035737	0.046771879	48209010913
2078	-97.844468	30.056751	0.046771879	48209010913
2079	-97.874335	30.079887	0.088652482	48209010915
2080	-97.874376	30.085233	0.088652482	48209010915
2081	-97.859417	30.057411	0.046771879	48209010913
2082	-97.844172	30.057888	0.046771879	48209010913
2083	-97.849017	30.085233	0.046771879	48209010913
2084	-97.84389	30.071266	0.046771879	48209010913
2085	-97.84427	30.038451	0.046771879	48209010913
2086	-97.847181	30.032572	0.046771879	48209010913
2087	-97.843567	30.040561	0.046771879	48209010913
2088	-97.843981	30.078846	0.046771879	48209010913
2089	-97.842408	30.081515	0.046771879	48209010913
2090	-97.855312	30.072526	0.046771879	48209010913
2091	-97.830648	30.087256	0.046771879	48209010913
2092	-97.823356	30.07893	0.068265388	48209010922
2093	-97.821978	30.08137	0.112476567	48209010923
2094	-97.810744	30.070274	0.068265388	48209010922
2095	-97.810998	30.094569	0.112476567	48209010923
2096	-97.781297	30.084451	0.039408867	48453002434
2097	-97.848656	30.086583	0.046771879	48209010913
2098	-97.823239	30.081757	0.046771879	48209010913
2099	-97.824447	30.079485	0.046771879	48209010913
2100	-97.822475	30.08252	0.046771879	48209010913
2101	-97.825784	30.076016	0.046771879	48209010913
2102	-97.822216	30.082232	0.112476567	48209010923
2103	-97.824566	30.077746	0.068265388	48209010922
2104	-97.848376	30.092478	0.046771879	48209010913
2105	-97.839895	30.141052	0.15828877	48453033200
2106	-97.846645	30.140901	0.15828877	48453033200
2107	-97.884639	30.042635	0.046771879	48209010913
2108	-97.874437	30.049961	0.046771879	48209010913
2109	-97.88916	30.02744	0.11	48209010909
2110	-97.874967	30.027821	0.11	48209010909
2111	-97.874957	30.034703	0.046771879	48209010913
2112	-97.899698	30.019116	0.146757679	48209010914
2113	-97.854719	30.021271	0.079948586	48209010919
2114	-97.848174	30.029776	0.079948586	48209010919
2115	-97.849023	30.029759	0.046771879	48209010913
2116	-97.853646	30.02232	0.079948586	48209010919
2117	-97.854123	30.022693	0.046771879	48209010913
2118	-97.858252	30.01694	0.031616688	48209010925
2119	-97.873629	30.068251	0.088652482	48209010915
2120	-97.874942	30.104231	0.12044374	48209010911
2121	-97.874553	30.092148	0.088652482	48209010915
2122	-97.874777	30.097269	0.088652482	48209010915
2123	-97.891498	30.095573	0.235462842	48209010912
2124	-97.874813	30.114723	0.12044374	48209010911
2125	-97.862555	30.124805	0.12044374	48209010911
2126	-97.848911	30.100671	0.12044374	48209010911
2127	-97.860949	30.100605	0.088652482	48209010915
2128	-97.872072	30.117934	0.12044374	48209010911
2129	-97.838751	30.048613	0.068265388	48209010922
2130	-97.840432	30.044463	0.068265388	48209010922
2131	-97.837808	30.04977	0.068265388	48209010922
2132	-97.8244	30.030178	0.079948586	48209010919
2133	-97.789988	30.024867	0.056624519	48209010921
2134	-97.821052	30.058252	0.068265388	48209010922
2135	-97.80319	30.046184	0.112476567	48209010923
2136	-97.838021	30.0519	0.046771879	48209010913
2137	-97.840771	30.046293	0.046771879	48209010913
2138	-97.838215	30.050612	0.046771879	48209010913
2139	-97.840289	30.046387	0.046771879	48209010913
2140	-97.803453	30.058509	0.112476567	48209010923
2141	-97.821368	30.071613	0.112476567	48209010923
2142	-97.842572	30.039995	0.068265388	48209010922
2143	-97.842069	30.04291	0.046771879	48209010913
2144	-97.842901	30.041884	0.046771879	48209010913
2145	-97.843692	30.066202	0.046771879	48209010913
2146	-97.833704	30.058164	0.068265388	48209010922
2147	-97.831705	30.062222	0.068265388	48209010922
2148	-97.827419	30.070839	0.068265388	48209010922
2149	-97.840129	30.057803	0.046771879	48209010913
2150	-97.828798	30.07068	0.046771879	48209010913
2151	-97.834637	30.07683	0.046771879	48209010913
2152	-97.82572	30.077186	0.046771879	48209010913
2153	-97.821221	30.065182	0.068265388	48209010922
2154	-97.832814	30.062529	0.046771879	48209010913
2155	-97.82791	30.07175	0.046771879	48209010913
2156	-97.832455	30.062354	0.046771879	48209010913
2157	-97.825589	30.075844	0.046771879	48209010913
2158	-97.834413	30.057454	0.068265388	48209010922
2159	-97.836082	30.057939	0.046771879	48209010913
2160	-97.835362	30.076801	0.046771879	48209010913
2161	-97.824359	30.077202	0.068265388	48209010922
2162	-97.821442	30.077346	0.112476567	48209010923
2163	-97.804117	30.06067	0.112476567	48209010923
2164	-97.806658	30.070329	0.112476567	48209010923
2165	-97.813585	30.094963	0.112476567	48209010923
2166	-97.811285	30.099335	0.039408867	48453002434
2167	-97.81269	30.098435	0.039408867	48453002434
2168	-97.807884	30.108909	0.039408867	48453002434
2169	-97.808283	30.112057	0.192609896	48453002407
2170	-97.8089	30.108447	0.192609896	48453002407
2171	-97.813399	30.09896	0.192609896	48453002407
2172	-97.804675	30.118369	0.192609896	48453002407
2173	-97.809274	30.109649	0.192609896	48453002407
2174	-97.81391	30.099359	0.192609896	48453002407
2175	-97.804835	30.114252	0.186176143	48453002446
2176	-97.805531	30.112147	0.039408867	48453002434
2177	-97.805049	30.115732	0.186176143	48453002446
2178	-97.805905	30.117582	0.192609896	48453002407
2179	-97.802155	30.142797	0.192609896	48453002407
2180	-97.822986	30.140481	0.192609896	48453002407
2181	-97.795296	30.112819	0.186176143	48453002446
2182	-97.819233	30.088967	0.046771879	48209010913
2183	-97.814901	30.097371	0.046771879	48209010913
2184	-97.820047	30.086778	0.046771879	48209010913
2185	-97.81455	30.095201	0.112476567	48209010923
2186	-97.817877	30.088498	0.112476567	48209010923
2187	-97.815648	30.095267	0.046771879	48209010913
2188	-97.817858	30.08977	0.112476567	48209010923
2189	-97.794342	30.094513	0.039408867	48453002434
2190	-97.781725	30.100245	0.039408867	48453002434
2191	-97.806761	30.109372	0.039408867	48453002434
2192	-97.792339	30.112981	0.186176143	48453002446
2193	-97.798256	30.130465	0.186176143	48453002446
2194	-97.799486	30.129586	0.186176143	48453002446
2195	-97.798363	30.136987	0.192609896	48453002407
2196	-97.802268	30.126556	0.192609896	48453002407
2197	-97.796223	30.138052	0.186176143	48453002446
2198	-97.795207	30.138468	0.186176143	48453002446
2199	-97.800342	30.129632	0.192609896	48453002407
2200	-97.796009	30.13634	0.186176143	48453002446
2201	-97.7951	30.141058	0.097482592	48453002445
2202	-97.801787	30.125677	0.192609896	48453002407
2203	-97.791399	30.136175	0.186176143	48453002446
2204	-98.020961	30.290398	0.303532278	48453036600
2205	-97.912924	30.187541	0.294225722	48453036700
2206	-97.89988	30.182088	0.294225722	48453036700
2207	-97.915917	30.203564	0.294225722	48453036700
2208	-97.894051	30.218164	0.355263158	48453034700
2209	-97.910849	30.234304	0.288273616	48453031100
2210	-97.895393	30.230046	0.288273616	48453031100
2211	-97.91381	30.275312	0.170097198	48453001920
2212	-97.904212	30.28033	0.170097198	48453001920
2213	-97.927441	30.307708	0.260150376	48453001916
2214	-97.892772	30.307834	0.260150376	48453001916
2215	-97.917446	30.289788	0.222291407	48453001921
2216	-97.90037	30.181256	0.294225722	48453036700
2217	-97.913792	30.186433	0.307310149	48453033300
2218	-97.918388	30.201796	0.294225722	48453036700
2219	-97.907067	30.260021	0.170097198	48453001920
2220	-97.918722	30.251859	0.197619048	48453033000
